id,createdTime,NAME,PHYLUM,SUBPHYLUM,CLASS,ORDER,SUBORDER,FAMILY,GENUS,POPU-SIZE,LIFESPAN(Y),TOPSPEED(KM/H),WEIGHT(KG),LENGTH(CM),HEIGHT(CM),ACTIVITY-PERIOD,REPRODUCTION,LIFESTYLE,SOCIAL,DOMESTICATED,TYPE,KINGDOM,EUROPE,ASIA,OCEANIA,SOUTH-AMERICA,NORTH-AMERICA,ANTARCTICA,AFRICA,POPU-STATUS,POPU-TREND,MATING-BEHAVIOR,REPRODUCTION-SEASON,PREGNANCY-DURATION(M),BABY-CARRYING(M),INDEPENDENT-AGE(M),FOREST,DUNES,RIVERS,MARINE,REEF,SEMI-DESERT,STEPPE,FRESHWATTER,ABYSSAL-ZONE,ICECAP,WETLANDS,MARSH,LAKES,COASTAL,CHAPARRAL,SHRUBLAND,RAINFOREST,INTERTIDAL-ZONE,URBAN,BENTHIC,ROCKY-AREAS,GRASSLAND,SAVANNA,MOUNTAINS,RIPARIAN,NERITIC-ZONE,ANTROPHOGENIC,ESTUARIES,OCEANIC-PELAGIC-ZONE,CAVES,AGRICULTURAL,ARID,COLD,TEMPERATE,POLAR,TROPICAL,POISONOUS
rec21V8uvM6gT6sXL,2023-11-04T18:48:58.000Z,African Wild Dog,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Caninae,6600.0,10.5,66.0,27.0,91.5,67.5,['Diurnal'],Viviparous,Not a migrant,,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Endangered (EN),Decreasing,Monogamy,April-July,2.4000000953674316,11.0,1.25,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
rec25AHMlZqBEdH3I,2023-11-04T18:49:37.000Z,Moonrat,Chordata,Vertebrata,Mammalia,Eulipotyphla,Erinaceidae,Galericinae,Echinosorex,,5.0,,0.9850000143051147,36.0,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,Yes,No,No,No,No,Least concern (LC),,,year-round,1.2000000476837158,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No
rec25dQLJBepR53wY,2023-11-04T18:50:08.000Z,Greater Short-Nosed Fruit Bat,Chordata,Vertebrata,Mammalia,Chiroptera,Pteropodidae,Cynopterus,,,10.0,,75.0,,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Increasing,Polygyny,,4.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
rec27HMrpNdsnnvZg,2023-11-04T18:50:57.000Z,Tana River red colobus,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Cercopithecidae,,,,8.199999809265137,560.0,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Critically endangered (CR),Decreasing,Polygyny,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
rec2HUTQBk9aTNB5k,2023-11-04T18:50:08.000Z,Cape Porcupine,Chordata,Vertebrata,Mammalia,Rodentia,Hystricidae,Hystrix,,,,,17.0,72.0,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),Stable,Monogamy,year-round,3.0999999046325684,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No
rec2HiPAyuDgj7WE4,2023-11-04T18:51:20.000Z,Striped hairy-nosed bat,Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Gardnerycteris,,66650.0,,,0.012400000356137753,62.5,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,Yes,Yes,No,No,Least concern (LC),Stable,Monogamy,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No
rec2IorM4WSLMKA21,2023-11-04T18:51:05.000Z,Lesser cane rat,Chordata,Vertebrata,Mammalia,Rodentia,Thryonomyidae,Thryonomys,,,,,5.099999904632568,380.0,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),,Polygyny,,3.0,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
rec2IyqoKwwnNqpHA,2023-11-04T18:49:20.000Z,Common Marmoset,Chordata,Vertebrata,Mammalia,Primates,Callitrichidae,Callithrix,,,13.0,,0.2460000067949295,,186.5,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Least concern (LC),Stable,Polyandry,,4.900000095367432,,3.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
rec2JWP9RcWEf5ZyB,2023-11-04T18:49:04.000Z,Naked Mole-Rat,Chordata,Vertebrata,Mammalia,Rodentia,Heterocephalidae,Heterocephalus,,,32.0,,0.032499998807907104,9.0,,"['Nocturnal', 'Diurnal']",Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),Stable,Polyandry,once,2.299999952316284,7.5,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
rec2JwSaLvrCm6R78,2023-11-04T18:50:55.000Z,Merriam's Chipmunk,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Neotamias,,,5.0,,0.07479999959468842,135.0,,['Diurnal'],,Not a migrant,,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,,mid-January,1.100000023841858,,1.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
rec2SFCEhbgGEgUHe,2023-11-04T18:50:39.000Z,Maxwell's duiker,Chordata,Vertebrata,Mammalia,Artiodactyla,Bovidae,Philantomba,,358000.0,,,6.0,38.0,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),Decreasing,Monogamy,,4.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
rec2SWgtOY2zK36DK,2023-11-04T18:50:39.000Z,Brush mouse,Chordata,Vertebrata,Mammalia,Rodentia,Cricetidae,Reithrodontomyini,Peromyscus,191400.0,,,0.028999999165534973,192.5,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,Polygynandry,,0.800000011920929,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
rec2chMX3GeO3ffWH,2023-11-04T18:50:21.000Z,Malayan weasel,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mustelidae,Mustelinae,1820.9000244140625,,,,33.0,,[nan],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Decreasing,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No
rec2hFKnG22avQ5sS,2023-11-04T18:50:06.000Z,Grivet,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Cercopithecidae,,21.5,,5.5,45.5,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),Increasing,,,2.5,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
rec2iUDERIXKT7cbe,2023-11-04T18:50:34.000Z,Woodland Dormouse,Chordata,Vertebrata,Mammalia,Rodentia,Gliridae,Graphiurus,,,5.5,,0.02850000001490116,117.5,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),Stable,Polygyny,year-round;,0.800000011920929,,1.25,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No
rec2ouBmlfTU9GfMb,2023-11-04T18:50:52.000Z,Red Lemur,Chordata,Vertebrata,Mammalia,Primates,Strepsirrhini,Lemuroidea,Lemuridae,,22.5,,2.1500000953674316,41.5,,"['Nocturnal', 'Diurnal']",,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Vulnerable (VU),Decreasing,Polygynandry,May-June,4.0,,6.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
rec2owgXPOTrf2Y6o,2023-11-04T18:49:51.000Z,François' Langur,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Cercopithecidae,,26.0,,6.25,55.5,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Endangered (EN),Decreasing,Polygyny,year-round;,6.5,,24.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
rec2qnIFGpDLTg8PC,2023-11-04T18:49:19.000Z,Hammer-Headed Bat,Chordata,Vertebrata,Mammalia,Chiroptera,Pteropodidae,Hypsignathus,,,30.0,,0.3269999921321869,237.5,,['Nocturnal'],Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),,Polygyny,,5.5,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
rec2rQ8mUKd6HrnQA,2023-11-04T18:49:52.000Z,Sir David's Long-Beaked Echidna,Chordata,Vertebrata,Mammalia,Monotremata,Tachyglossidae,Zaglossus,,,,,7.5,30.0,,['Nocturnal'],Oviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Critically endangered (CR),Decreasing,,July,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
rec2t34P664MmzJsp,2023-11-04T18:50:28.000Z,Black colobus,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Cercopithecidae,76400.0,,,9.0,,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Vulnerable (VU),Decreasing,Polygyny,,6.699999809265137,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
rec2wHsYB2BkIwgn0,2023-11-04T18:49:02.000Z,Muskart,Chordata,Vertebrata,Mammalia,Rodentia,Cricetidae,Arvicolinae,Ondatrini,,6.5,5.0,1.2999999523162842,55.0,,['Nocturnal'],Viviparous,Not a migrant,Social,No domesticated,,Animalia,Yes,Yes,No,Yes,Yes,No,No,Least concern (LC),Stable,Polygynandry,March-August,,7.5,1.5,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
rec30Qhkrm3JG7ycn,2023-11-04T18:49:13.000Z,Leopard Cat,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Prionailurus,,12.0,72.0,2.200000047683716,52.5,41.0,['Nocturnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Stable,Polygyny,in,2.200000047683716,,8.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No
rec33syfAKrICAptK,2023-11-04T18:50:26.000Z,Bridled Nail-Tail Wallaby,Chordata,Vertebrata,Mammalia,Marsupialia,Diprotodontia,Macropodidae,Onychogalea,,9.0,,6.0,1.0,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,Yes,No,No,No,No,Vulnerable (VU),Stable,Polygyny,Year-round,0.800000011920929,,4.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
rec34Ro6FzmMw4t5I,2023-11-04T18:50:56.000Z,Omilteme cottontail,Chordata,Vertebrata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,,,,,2.5999999046325684,435.0,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Data deficient (DD),,Polygyny,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
rec354XC2WOhl7Eso,2023-11-04T18:49:22.000Z,Asiatic Wildcat,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Felinae,,14.0,,3.5,,,['Diurnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),,,,1.899999976158142,,6.0,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No
rec36TD5aY3LoU1cH,2023-11-04T18:49:30.000Z,Puku,Chordata,Vertebrata,Mammalia,Artiodactyla,Bovidae,Reduncinae,Kobus,130000.0,17.0,,75.0,134.0,80.0,"['Nocturnal', 'Diurnal']",,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Near Threatened (NT),Decreasing,Polygyny,"year-round,",8.0,,6.0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
rec37EGYyyUMPa1Vy,2023-11-04T18:49:39.000Z,Steppe Polecat,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mustelidae,Mustelinae,,4.5,,1.649999976158142,426.0,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,Yes,Yes,No,No,No,No,No,Least concern (LC),Decreasing,Polygyny,March-April,1.2999999523162842,,2.25,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
rec38BlC2b2A1VNT0,2023-11-04T18:51:16.000Z,Pygmy ringtail possum,Chordata,Vertebrata,Mammalia,Marsupialia,Diprotodontia,Pseudocheiridae,Pseudochirulus,1084.3499755859375,,,0.15549999475479126,359.0,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Decreasing,Monogamy,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,No
rec3A4ys0rXkbZQVM,2023-11-04T18:50:24.000Z,Western Pygmy Possum,Chordata,Vertebrata,Mammalia,Marsupialia,Diprotodontia,Burramyidae,Cercartetus,2.0,2.0,,0.014499999582767487,6.449999809265137,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,Yes,No,No,No,No,Least concern (LC),Stable,Polygyny,Year-round,0.800000011920929,,1.6666666269302368,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
rec3F653nrtYUSQyt,2023-11-04T18:50:24.000Z,Long-tailed marmot,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Marmota,,462800.0,,,8.5,,,[nan],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),,Monogamy,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
rec3GvqgES2YLKjbA,2023-11-04T18:50:18.000Z,Greater Bamboo Lemur,Chordata,Vertebrata,Mammalia,Primates,Strepsirrhini,Lemuroidea,Lemuridae,,17.0,,2.200000047683716,42.5,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Critically endangered (CR),Decreasing,Polygyny,May-June,4.800000190734863,,8.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No
rec3HR6E3mtjGKhhg,2023-11-04T18:49:54.000Z,Arabian Gazelle,Chordata,Vertebrata,Mammalia,Artiodactyla,Bovidae,Antilopinae,Gazella,,10.5,100.0,24.0,100.0,,['Nocturnal'],Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Vulnerable (VU),Decreasing,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
rec3JpH9xJBReJTis,2023-11-04T18:49:00.000Z,Japanese Raccoon Dog,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Nyctereutes,,10.0,,,,,['Nocturnal'],Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),,Monogamy,February-April,2.200000047683716,5.0,2.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
rec3Oh2pbWgjw9wCp,2023-11-04T18:50:44.000Z,Gray-bellied night monkey,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Aotidae,,,,0.8999999761581421,,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Vulnerable (VU),Decreasing,Monogamy,,4.400000095367432,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,No
rec3QmpFOYnMV135m,2023-11-04T18:50:47.000Z,Western jumping mouse,Chordata,Vertebrata,Mammalia,Rodentia,Dipodidae,Zapodinae,Zapus,129300.0,,,0.020999999716877937,237.5,,['Nocturnal'],,Not a migrant,,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,,,0.6000000238418579,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
rec3VSyNnNS7lnslp,2023-11-04T18:49:19.000Z,African Golden Wolf,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Canis,,8.0,64.0,11.0,,40.0,['Diurnal'],Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),Decreasing,Monogamy,December-January,2.0999999046325684,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No
rec3W02aJbFakoRqv,2023-11-04T18:50:49.000Z,Olive colobus,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Cercopithecidae,,,,3.3499999046325684,260.0,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Vulnerable (VU),Decreasing,Polygyny,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
rec3X3cCY0alMCa8a,2023-11-04T18:49:34.000Z,Grant's Gazelle,Chordata,Vertebrata,Mammalia,Artiodactyla,Bovidae,Antilopinae,Nanger,140000.0,13.0,76.0,57.5,153.0,82.5,['Diurnal'],,Migrating,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),Decreasing,Polygyny,"Year-round,",6.800000190734863,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
rec3Yc3CYRcDDgWoV,2023-11-04T18:49:24.000Z,Omura's Whale,Chordata,Vertebrata,Mammalia,Artiodactyla,Cetacea,Balaenopteridae,Balaenoptera,50000.0,43.0,,20000.0,10.0,,['Diurnal'],,Not a migrant,Social,No domesticated,Aquatic,Animalia,No,Yes,Yes,Yes,No,No,Yes,Data deficient (DD),,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No
rec3YxUb19IGa46xh,2023-11-04T18:49:19.000Z,Large Flying Fox,Chordata,Vertebrata,Mammalia,Chiroptera,Pteropodidae,Pteropus,,,22.5,,0.800000011920929,29.5,,['Nocturnal'],Viviparous,Migrating,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Near Threatened (NT),Decreasing,Polygyny,varies,5.5,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No
rec3hVA81L6NWOKAf,2023-11-04T18:50:11.000Z,Gray Four-Eyed Opossum,Chordata,Vertebrata,Mammalia,Marsupialia,Didelphimorphia,Didelphidae,Philander,,3.0,,0.43700000643730164,27.5,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,Yes,Yes,No,No,Least concern (LC),Stable,Polygyny,during,0.4000000059604645,,2.7666666507720947,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No
rec3jPUxMm7Xrq6YO,2023-11-04T18:50:26.000Z,Mexican Gray Squirrel,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Sciurus,,,6.0,,0.5274999737739563,271.0,,['Diurnal'],,Not a migrant,,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,,year-round,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No
rec3pfApg1g4IVUYG,2023-11-04T18:50:48.000Z,Hopi Chipmunk,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Neotamias,,,5.5,,0.05700000002980232,212.5,,['Diurnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,,February,1.0,,1.625,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
rec3qX74ts4749jnp,2023-11-04T18:49:56.000Z,Turkmenian Kulan,Chordata,Vertebrata,Mammalia,Perissodactyla,Equidae,Equus,,1.7999999523162842,26.0,70.0,220.0,225.0,120.0,['Nocturnal'],Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Endangered (EN),,Polygyny,,12.0,,24.0,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
rec3rKsqhTa8xuhoW,2023-11-04T18:50:29.000Z,Nigeria-Cameroon chimpanzee,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Hominidae,50000.0,50.0,,,,,[nan],,Not a migrant,,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Endangered (EN),Decreasing,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,No
rec3rodwJOdYK6dCH,2023-11-04T18:50:26.000Z,Woolly Flying Squirrel,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Pteromyini,Eupetaurus,,9.5,,,52.5,,['Nocturnal'],,Not a migrant,,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Endangered (EN),,,early,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
rec3xRzlMBwpzS3yE,2023-11-04T18:48:57.000Z,Snow Leopard,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Panthera,3048.0,18.0,88.0,41.0,112.5,60.0,['Nocturnal'],Viviparous,,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Endangered (EN),Decreasing,Polygyny,January-March,3.200000047683716,2.5,12.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
rec3ycBvUgzu4aBvr,2023-11-04T18:49:31.000Z,Short-Eared Dog,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Caninae,,10.0,,9.5,86.0,,"['Diurnal', 'Nocturnal']",,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Near Threatened (NT),Decreasing,,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
